District_Name,Season,Area,Production,Crop
MURSHIDABAD,Summer     ,366,222,Moong(Green Gram)
NADIA,Kharif     ,80,61,Moong(Green Gram)
NADIA,Rabi       ,99,77,Moong(Green Gram)
NADIA,Summer     ,2129,1288,Moong(Green Gram)
PURULIA,Kharif     ,181,100,Moong(Green Gram)
PURULIA,Rabi       ,64,40,Moong(Green Gram)
VISAKHAPATANAM,Rabi       ,7336,2355,Niger seed
VIZIANAGARAM,Rabi       ,42,21,Niger seed
BAKSA,Kharif     ,415,241,Niger seed
BARPETA,Kharif     ,1620,820,Niger seed
BONGAIGAON,Kharif     ,189,98,Niger seed
CACHAR,Kharif     ,19,10,Niger seed
CHIRANG,Kharif     ,211,138,Niger seed
DARRANG,Kharif     ,550,523,Niger seed
DHEMAJI,Kharif     ,2,1,Niger seed
DHUBRI,Kharif     ,445,245,Niger seed
DIMA HASAO,Kharif     ,68,37,Niger seed
GOALPARA,Kharif     ,890,823,Niger seed
HAILAKANDI,Kharif     ,3,2,Niger seed
KAMRUP,Kharif     ,398,213,Niger seed
KAMRUP METRO,Kharif     ,26,14,Niger seed
KARBI ANGLONG,Kharif     ,24,12,Niger seed
KOKRAJHAR,Kharif     ,981,527,Niger seed
LAKHIMPUR,Kharif     ,3,2,Niger seed
MARIGAON,Kharif     ,174,91,Niger seed
NAGAON,Kharif     ,443,244,Niger seed
NALBARI,Kharif     ,182,100,Niger seed
SONITPUR,Kharif     ,148,90,Niger seed
TINSUKIA,Kharif     ,18,9,Niger seed
UDALGURI,Kharif     ,343,187,Niger seed
BALRAMPUR,Kharif     ,11983,1871,Niger seed
BASTAR,Kharif     ,8087,1692,Niger seed
BIJAPUR,Kharif     ,11,3,Niger seed
BILASPUR,Kharif     ,322,86,Niger seed
DANTEWADA,Kharif     ,436,93,Niger seed
JASHPUR,Kharif     ,20801,3516,Niger seed
KABIRDHAM,Kharif     ,356,71,Niger seed
KANKER,Kharif     ,597,110,Niger seed
KONDAGAON,Kharif     ,2305,482,Niger seed
KORBA,Kharif     ,393,105,Niger seed
KOREA,Kharif     ,2394,416,Niger seed
NARAYANPUR,Kharif     ,618,129,Niger seed
RAIGARH,Kharif     ,1350,243,Niger seed
RAJNANDGAON,Kharif     ,35,9,Niger seed
SUKMA,Kharif     ,230,38,Niger seed
SURAJPUR,Kharif     ,4392,800,Niger seed
SURGUJA,Kharif     ,9249,1685,Niger seed
BAGALKOT,Kharif     ,74,20,Niger seed
BANGALORE RURAL,Kharif     ,208,55,Niger seed
BELGAUM,Kharif     ,238,71,Niger seed
BELLARY,Kharif     ,124,33,Niger seed
BENGALURU URBAN,Kharif     ,88,23,Niger seed
BIDAR,Kharif     ,1120,357,Niger seed
BIJAPUR,Kharif     ,178,47,Niger seed
CHAMARAJANAGAR,Kharif     ,123,33,Niger seed
CHIKBALLAPUR,Kharif     ,6,2,Niger seed
CHIKMAGALUR,Kharif     ,349,92,Niger seed
CHITRADURGA,Kharif     ,27,7,Niger seed
DAVANGERE,Kharif     ,182,48,Niger seed
DHARWAD,Kharif     ,296,78,Niger seed
GADAG,Kharif     ,319,84,Niger seed
GULBARGA,Kharif     ,422,112,Niger seed
HASSAN,Kharif     ,1871,578,Niger seed
HAVERI,Kharif     ,179,47,Niger seed
KOLAR,Kharif     ,71,19,Niger seed
KOPPAL,Kharif     ,1011,267,Niger seed
MANDYA,Kharif     ,957,189,Niger seed
MYSORE,Kharif     ,1864,493,Niger seed
RAMANAGARA,Kharif     ,579,152,Niger seed
SHIMOGA,Kharif     ,4,1,Niger seed
TUMKUR,Kharif     ,602,73,Niger seed
YADGIR,Kharif     ,14,4,Niger seed
AHMEDNAGAR,Kharif     ,1500,400,Niger seed
AURANGABAD,Kharif     ,100,155411,Niger seed
BEED,Kharif     ,800,100,Niger seed
HINGOLI,Kharif     ,500,100,Niger seed
KOLHAPUR,Kharif     ,300,100,Niger seed
LATUR,Kharif     ,1200,200,Niger seed
NANDED,Kharif     ,400,155411,Niger seed
NASHIK,Kharif     ,2400,300,Niger seed
OSMANABAD,Kharif     ,3400,500,Niger seed
PALGHAR,Kharif     ,900,100,Niger seed
PARBHANI,Kharif     ,1000,100,Niger seed
PUNE,Kharif     ,2300,600,Niger seed
RAIGAD,Kharif     ,100,155411,Niger seed
RATNAGIRI,Kharif     ,100,155411,Niger seed
SANGLI,Kharif     ,100,155411,Niger seed
SATARA,Kharif     ,1000,300,Niger seed
SINDHUDURG,Kharif     ,100,155411,Niger seed
SOLAPUR,Kharif     ,100,155411,Niger seed
THANE,Kharif     ,100,155411,Niger seed
COOCHBEHAR,Kharif     ,2490,2074,Niger seed
DARJEELING,Kharif     ,69,44,Niger seed
DINAJPUR UTTAR,Kharif     ,76,32,Niger seed
JALPAIGURI,Kharif     ,1212,701,Niger seed
MEDINIPUR WEST,Kharif     ,71,34,Niger seed
PURULIA,Kharif     ,204,74,Niger seed
BAKSA,Autumn     ,10800,18283,Paddy
BAKSA,Summer     ,3050,6509,Paddy
BAKSA,Winter     ,86070,195027,Paddy
BARPETA,Autumn     ,17551,18634,Paddy
BARPETA,Summer     ,49261,141830,Paddy
BARPETA,Winter     ,69154,102046,Paddy
BONGAIGAON,Autumn     ,5865,7909,Paddy
BONGAIGAON,Summer     ,11685,38969,Paddy
BONGAIGAON,Winter     ,35299,69061,Paddy
CACHAR,Autumn     ,6752,13796,Paddy
CACHAR,Summer     ,8235,16088,Paddy
CACHAR,Winter     ,92895,216009,Paddy
CHIRANG,Autumn     ,6255,6553,Paddy
CHIRANG,Summer     ,3413,8114,Paddy
CHIRANG,Winter     ,35857,58189,Paddy
DARRANG,Autumn     ,3304,4990,Paddy
DARRANG,Summer     ,17356,65241,Paddy
DARRANG,Winter     ,48413,102861,Paddy
DHEMAJI,Autumn     ,9379,12595,Paddy
DHEMAJI,Summer     ,8500,12823,Paddy
DHEMAJI,Winter     ,67660,106274,Paddy
DHUBRI,Autumn     ,4075,3852,Paddy
DHUBRI,Summer     ,51015,193213,Paddy
DHUBRI,Winter     ,30968,39396,Paddy
DIBRUGARH,Autumn     ,333,477,Paddy
DIBRUGARH,Summer     ,1256,3693,Paddy
DIBRUGARH,Winter     ,73139,124921,Paddy
DIMA HASAO,Autumn     ,5607,10300,Paddy
DIMA HASAO,Winter     ,9093,24211,Paddy
GOALPARA,Autumn     ,8062,7552,Paddy
GOALPARA,Summer     ,25434,81058,Paddy
GOALPARA,Winter     ,50772,105221,Paddy
GOLAGHAT,Autumn     ,1798,3411,Paddy
GOLAGHAT,Summer     ,7663,16840,Paddy
GOLAGHAT,Winter     ,114163,256004,Paddy
HAILAKANDI,Autumn     ,1973,5173,Paddy
HAILAKANDI,Summer     ,2120,3744,Paddy
HAILAKANDI,Winter     ,41250,117383,Paddy
JORHAT,Autumn     ,3396,4569,Paddy
JORHAT,Summer     ,4632,7242,Paddy
JORHAT,Winter     ,83865,164739,Paddy
KAMRUP,Autumn     ,9246,13988,Paddy
KAMRUP,Summer     ,36661,106170,Paddy
KAMRUP,Winter     ,67720,140739,Paddy
KAMRUP METRO,Autumn     ,845,1208,Paddy
KAMRUP METRO,Summer     ,7967,23766,Paddy
KAMRUP METRO,Winter     ,20398,39782,Paddy
KARBI ANGLONG,Autumn     ,6829,9986,Paddy
KARBI ANGLONG,Summer     ,2334,3981,Paddy
KARBI ANGLONG,Winter     ,118833,204222,Paddy
KARIMGANJ,Autumn     ,982,1616,Paddy
KARIMGANJ,Summer     ,6895,11087,Paddy
KARIMGANJ,Winter     ,69525,130527,Paddy
KOKRAJHAR,Autumn     ,19867,31130,Paddy
KOKRAJHAR,Summer     ,23065,62820,Paddy
KOKRAJHAR,Winter     ,65450,119039,Paddy
LAKHIMPUR,Autumn     ,6861,10015,Paddy
LAKHIMPUR,Summer     ,14700,26717,Paddy
LAKHIMPUR,Winter     ,102605,224011,Paddy
MARIGAON,Autumn     ,3272,7554,Paddy
MARIGAON,Summer     ,42535,132411,Paddy
MARIGAON,Winter     ,44115,74261,Paddy
NAGAON,Autumn     ,11711,19345,Paddy
NAGAON,Summer     ,43088,120369,Paddy
NAGAON,Winter     ,146934,270857,Paddy
NALBARI,Autumn     ,2000,3167,Paddy
NALBARI,Summer     ,12375,36420,Paddy
NALBARI,Winter     ,62000,144858,Paddy
SIVASAGAR,Autumn     ,86,134,Paddy
SIVASAGAR,Summer     ,2099,6171,Paddy
SIVASAGAR,Winter     ,95674,199785,Paddy
SONITPUR,Autumn     ,18027,32220,Paddy
SONITPUR,Summer     ,25008,81831,Paddy
SONITPUR,Winter     ,130052,266895,Paddy
TINSUKIA,Autumn     ,5670,7682,Paddy
TINSUKIA,Summer     ,201,590,Paddy
TINSUKIA,Winter     ,57642,97271,Paddy
UDALGURI,Autumn     ,25642,24554,Paddy
UDALGURI,Summer     ,5805,16349,Paddy
UDALGURI,Winter     ,63210,124317,Paddy
ANANTAPUR,Kharif     ,1136,1713,Ragi
ANANTAPUR,Rabi       ,734,1122,Ragi
CHITTOOR,Kharif     ,4556,3686,Ragi
CHITTOOR,Rabi       ,552,844,Ragi
EAST GODAVARI,Kharif     ,406,387,Ragi
EAST GODAVARI,Rabi       ,6,9,Ragi
GUNTUR,Rabi       ,400,595,Ragi
KADAPA,Kharif     ,11,10,Ragi
KADAPA,Rabi       ,78,119,Ragi
PRAKASAM,Kharif     ,24,23,Ragi
PRAKASAM,Rabi       ,936,1428,Ragi
SPSR NELLORE,Kharif     ,34,32,Ragi
SPSR NELLORE,Rabi       ,56,83,Ragi
SRIKAKULAM,Kharif     ,207,277,Ragi
SRIKAKULAM,Rabi       ,969,1169,Ragi
VISAKHAPATANAM,Kharif     ,20880,19982,Ragi
VISAKHAPATANAM,Rabi       ,241,359,Ragi
VIZIANAGARAM,Kharif     ,1488,1244,Ragi
VIZIANAGARAM,Rabi       ,726,1318,Ragi
ARARIA,Kharif     ,187,276,Ragi
ARWAL,Kharif     ,38,56,Ragi
AURANGABAD,Kharif     ,9,13,Ragi
BEGUSARAI,Kharif     ,36,53,Ragi
BHOJPUR,Kharif     ,1,1,Ragi
DARBHANGA,Kharif     ,646,968,Ragi
GAYA,Kharif     ,166,245,Ragi
GOPALGANJ,Kharif     ,39,57,Ragi
JEHANABAD,Kharif     ,9,13,Ragi
KHAGARIA,Kharif     ,27,40,Ragi
KISHANGANJ,Kharif     ,91,134,Ragi
MADHEPURA,Kharif     ,201,291,Ragi
MADHUBANI,Kharif     ,1635,1305,Ragi
MUZAFFARPUR,Kharif     ,36,17,Ragi
NALANDA,Kharif     ,2,3,Ragi
NAWADA,Kharif     ,200,295,Ragi
PASHCHIM CHAMPARAN,Kharif     ,7,9,Ragi
PATNA,Kharif     ,25,37,Ragi
SAHARSA,Kharif     ,253,501,Ragi
SAMASTIPUR,Kharif     ,115,115,Ragi
SARAN,Kharif     ,314,460,Ragi
SHEOHAR,Kharif     ,5,6,Ragi
SITAMARHI,Kharif     ,49,90,Ragi
SIWAN,Kharif     ,557,816,Ragi
SUPAUL,Kharif     ,1747,3686,Ragi
VAISHALI,Kharif     ,283,356,Ragi
BALOD,Kharif     ,9,2,Ragi
BALRAMPUR,Kharif     ,249,66,Ragi
BASTAR,Kharif     ,1674,483,Ragi
BIJAPUR,Kharif     ,74,17,Ragi
DANTEWADA,Kharif     ,302,70,Ragi
DHAMTARI,Kharif     ,143,44,Ragi
GARIYABAND,Kharif     ,55,7,Ragi
JASHPUR,Kharif     ,338,85,Ragi
KANKER,Kharif     ,1447,278,Ragi
KONDAGAON,Kharif     ,2233,645,Ragi
KOREA,Kharif     ,3,155411,Ragi
NARAYANPUR,Kharif     ,366,105,Ragi
RAJNANDGAON,Kharif     ,115,28,Ragi
SUKMA,Kharif     ,296,68,Ragi
SURAJPUR,Kharif     ,333,88,Ragi
SURGUJA,Kharif     ,3,1,Ragi
DADRA AND NAGAR HAVELI,Kharif     ,1030,1060,Ragi
NORTH GOA,Kharif     ,0.1,0.08,Ragi
SOUTH GOA,Kharif     ,15.4,10.72,Ragi
BANGALORE RURAL,Kharif     ,35844,91940,Ragi
BANGALORE RURAL,Rabi       ,76,123,Ragi
BANGALORE RURAL,Summer     ,42,75,Ragi
BELGAUM,Kharif     ,1032,1207,Ragi
BELGAUM,Rabi       ,101,164,Ragi
BELLARY,Kharif     ,2897,2042,Ragi
BELLARY,Rabi       ,67,109,Ragi
BELLARY,Summer     ,189,337,Ragi
BENGALURU URBAN,Kharif     ,23792,66654,Ragi
BENGALURU URBAN,Rabi       ,116,188,Ragi
BENGALURU URBAN,Summer     ,34,61,Ragi
CHAMARAJANAGAR,Kharif     ,15415,23812,Ragi
CHAMARAJANAGAR,Rabi       ,120,208,Ragi
CHAMARAJANAGAR,Summer     ,55,76,Ragi
CHIKBALLAPUR,Kharif     ,46858,69310,Ragi
CHIKBALLAPUR,Rabi       ,53,86,Ragi
CHIKBALLAPUR,Summer     ,129,230,Ragi
CHIKMAGALUR,Kharif     ,44122,52437,Ragi
CHITRADURGA,Kharif     ,54642,87468,Ragi
CHITRADURGA,Rabi       ,567,867,Ragi
CHITRADURGA,Summer     ,1929,2720,Ragi
DAVANGERE,Kharif     ,8729,13658,Ragi
DAVANGERE,Rabi       ,2500,3707,Ragi
DAVANGERE,Summer     ,824,1469,Ragi
DHARWAD,Kharif     ,11,20,Ragi
GADAG,Kharif     ,10,18,Ragi
HASSAN,Kharif     ,63354,141859,Ragi
HASSAN,Rabi       ,10978,14038,Ragi
HASSAN,Summer     ,46,82,Ragi
HAVERI,Kharif     ,225,160,Ragi
KOLAR,Kharif     ,52427,70824,Ragi
KOLAR,Rabi       ,43,70,Ragi
KOLAR,Summer     ,21,37,Ragi
MANDYA,Kharif     ,50810,89492,Ragi
MANDYA,Rabi       ,5922,12231,Ragi
MANDYA,Summer     ,2627,5381,Ragi
MYSORE,Kharif     ,26942,60430,Ragi
MYSORE,Rabi       ,12834,22361,Ragi
MYSORE,Summer     ,356,676,Ragi
RAMANAGARA,Kharif     ,69083,136049,Ragi
RAMANAGARA,Rabi       ,25,41,Ragi
RAMANAGARA,Summer     ,503,896,Ragi
SHIMOGA,Kharif     ,564,1039,Ragi
TUMKUR,Kharif     ,170691,323016,Ragi
TUMKUR,Rabi       ,233,378,Ragi
TUMKUR,Summer     ,603,1075,Ragi
UTTAR KANNAD,Kharif     ,8,15,Ragi
UTTAR KANNAD,Rabi       ,1,2,Ragi
IDUKKI,Whole Year ,2,2,Ragi
PALAKKAD,Whole Year ,77,76,Ragi
AHMEDNAGAR,Kharif     ,3000,3300,Ragi
DHULE,Kharif     ,1000,1300,Ragi
KOLHAPUR,Kharif     ,21200,33900,Ragi
NASHIK,Kharif     ,28500,19000,Ragi
PALGHAR,Kharif     ,10100,7000,Ragi
PUNE,Kharif     ,12100,13200,Ragi
RAIGAD,Kharif     ,8100,7700,Ragi
RATNAGIRI,Kharif     ,16100,21400,Ragi
SATARA,Kharif     ,6600,6700,Ragi
SINDHUDURG,Kharif     ,2400,3800,Ragi
THANE,Kharif     ,2500,1700,Ragi
DIMAPUR,Kharif     ,30,30,Ragi
KIPHIRE,Kharif     ,30,30,Ragi
LONGLENG,Kharif     ,20,20,Ragi
MOKOKCHUNG,Kharif     ,80,70,Ragi
MON,Kharif     ,40,40,Ragi
TUENSANG,Kharif     ,80,70,Ragi
WOKHA,Kharif     ,40,40,Ragi
ANUGUL,Autumn     ,1,0.6,Ragi
BARGARH,Autumn     ,1,0.8,Ragi
GAJAPATI,Autumn     ,864,620.4,Ragi
GAJAPATI,Summer     ,11,6.9,Ragi
GAJAPATI,Winter     ,11,8.1,Ragi
GANJAM,Autumn     ,2041,1894,Ragi
GANJAM,Summer     ,109,102.2,Ragi
JAGATSINGHAPUR,Winter     ,1,0.6,Ragi
KALAHANDI,Autumn     ,412,208.9,Ragi
KALAHANDI,Winter     ,564,277.5,Ragi
KANDHAMAL,Autumn     ,13,7.7,Ragi
KHORDHA,Summer     ,3,2.4,Ragi
KHORDHA,Winter     ,22,17.2,Ragi
KORAPUT,Autumn     ,6811,4910.7,Ragi
KORAPUT,Summer     ,13,9.9,Ragi
KORAPUT,Winter     ,24999,19274.2,Ragi
MALKANGIRI,Autumn     ,507,248.4,Ragi
MALKANGIRI,Winter     ,3298,2183.3,Ragi
NABARANGPUR,Autumn     ,1065,419.6,Ragi
NABARANGPUR,Summer     ,7,2.9,Ragi
NAYAGARH,Autumn     ,31,19.1,Ragi
NUAPADA,Autumn     ,325,159.9,Ragi
PURI,Summer     ,13,7.4,Ragi
RAYAGADA,Autumn     ,3125,2278.1,Ragi
RAYAGADA,Summer     ,130,128.6,Ragi
RAYAGADA,Winter     ,7050,5188.8,Ragi
SAMBALPUR,Autumn     ,10,5.9,Ragi
SUNDARGARH,Autumn     ,41,31.3,Ragi
KARAIKAL,Kharif     ,1,2,Ragi
PONDICHERRY,Kharif     ,11,26,Ragi
PONDICHERRY,Summer     ,32,58,Ragi
ADILABAD,Rabi       ,8,9,Ragi
MAHBUBNAGAR,Kharif     ,879,639,Ragi
MAHBUBNAGAR,Rabi       ,206,150,Ragi
MEDAK,Kharif     ,5,6,Ragi
NIZAMABAD,Rabi       ,2,2,Ragi
RANGAREDDI,Kharif     ,312,688,Ragi
RANGAREDDI,Rabi       ,115,254,Ragi
ALMORA,Kharif     ,33569,40898,Ragi
BAGESHWAR,Kharif     ,6374,8455,Ragi
CHAMOLI,Kharif     ,8784,12676,Ragi
CHAMPAWAT,Kharif     ,4336,6405,Ragi
DEHRADUN,Kharif     ,1187,2139,Ragi
NAINITAL,Kharif     ,2374,3561,Ragi
PAURI GARHWAL,Kharif     ,20634,28065,Ragi
PITHORAGARH,Kharif     ,7227,10270,Ragi
RUDRA PRAYAG,Kharif     ,6388,9627,Ragi
TEHRI GARHWAL,Kharif     ,11756,17704,Ragi
UTTAR KASHI,Kharif     ,5275,9233,Ragi
COOCHBEHAR,Autumn     ,76,24,Ragi
DARJEELING,Autumn     ,9530,10674,Ragi
DINAJPUR UTTAR,Autumn     ,185,158,Ragi
JALPAIGURI,Autumn     ,224,194,Ragi
PURULIA,Autumn     ,112,44,Ragi
ANANTAPUR,Kharif     ,22658,68155,Rice
ANANTAPUR,Rabi       ,6553,14377,Rice
ANANTAPUR,Whole Year ,29211,82532,Rice
CHITTOOR,Kharif     ,13304,44462,Rice
CHITTOOR,Rabi       ,27661,87962,Rice
CHITTOOR,Whole Year ,40965,132424,Rice
EAST GODAVARI,Kharif     ,226072,681833,Rice
EAST GODAVARI,Rabi       ,168045,881396,Rice
EAST GODAVARI,Whole Year ,394117,1563229,Rice
GUNTUR,Kharif     ,255607,1000190,Rice
GUNTUR,Rabi       ,29695,111742,Rice
GUNTUR,Whole Year ,285302,1111932,Rice
KADAPA,Kharif     ,42124,155648,Rice
KADAPA,Rabi       ,3761,10189,Rice
KADAPA,Whole Year ,45885,165837,Rice
KRISHNA,Kharif     ,235212,788901,Rice
KRISHNA,Rabi       ,52830,209894,Rice
KRISHNA,Whole Year ,288042,998795,Rice
KURNOOL,Kharif     ,91569,361514,Rice
KURNOOL,Rabi       ,23329,82748,Rice
KURNOOL,Whole Year ,114898,444262,Rice
PRAKASAM,Kharif     ,31764,121783,Rice
PRAKASAM,Rabi       ,73533,284132,Rice
PRAKASAM,Whole Year ,105297,405915,Rice
SPSR NELLORE,Kharif     ,62232,232561,Rice
SPSR NELLORE,Rabi       ,178491,736454,Rice
SPSR NELLORE,Whole Year ,240723,969015,Rice
SRIKAKULAM,Kharif     ,205485,434806,Rice
SRIKAKULAM,Rabi       ,4730,12866,Rice
SRIKAKULAM,Whole Year ,210215,447672,Rice
VISAKHAPATANAM,Kharif     ,98190,159755,Rice
VISAKHAPATANAM,Rabi       ,7238,18052,Rice
VISAKHAPATANAM,Whole Year ,105428,177807,Rice
VIZIANAGARAM,Kharif     ,119229,314526,Rice
VIZIANAGARAM,Rabi       ,5357,17314,Rice
VIZIANAGARAM,Whole Year ,124586,331840,Rice
WEST GODAVARI,Kharif     ,231475,733313,Rice
WEST GODAVARI,Rabi       ,177811,891011,Rice
WEST GODAVARI,Whole Year ,409286,1624324,Rice
ANJAW,Kharif     ,3561,2394,Rice
CHANGLANG,Kharif     ,9081,20169,Rice
DIBANG VALLEY,Kharif     ,1690,1485,Rice
EAST KAMENG,Kharif     ,8968,9436,Rice
EAST SIANG,Kharif     ,16120,27463,Rice
KURUNG KUMEY,Kharif     ,53,74,Rice
LOHIT,Kharif     ,11450,22080,Rice
LONGDING,Kharif     ,2890,2923,Rice
LOWER DIBANG VALLEY,Kharif     ,13906,16479,Rice
LOWER SUBANSIRI,Kharif     ,7673,15210,Rice
PAPUM PARE,Kharif     ,11325,23105,Rice
TAWANG,Kharif     ,835,1298,Rice
TIRAP,Kharif     ,2280,2908,Rice
UPPER SIANG,Kharif     ,6615,8794,Rice
UPPER SUBANSIRI,Kharif     ,5062,9698,Rice
WEST KAMENG,Kharif     ,880,1256,Rice
WEST SIANG,Kharif     ,24811,25220,Rice
BAKSA,Autumn     ,10800,18283,Rice
BAKSA,Summer     ,3050,6509,Rice
BAKSA,Winter     ,86070,195027,Rice
BARPETA,Autumn     ,17551,18634,Rice
BARPETA,Summer     ,49261,141830,Rice
BARPETA,Winter     ,69154,102046,Rice
BONGAIGAON,Autumn     ,5865,7909,Rice
BONGAIGAON,Summer     ,11685,38969,Rice
BONGAIGAON,Winter     ,35299,69061,Rice
CACHAR,Autumn     ,6752,13796,Rice
CACHAR,Summer     ,8235,16088,Rice
CACHAR,Winter     ,92895,216009,Rice
CHIRANG,Autumn     ,6255,6553,Rice
CHIRANG,Summer     ,3413,8114,Rice
CHIRANG,Winter     ,35857,58189,Rice
DARRANG,Autumn     ,3304,4990,Rice
DARRANG,Summer     ,17356,65241,Rice
DARRANG,Winter     ,48413,102861,Rice
DHEMAJI,Autumn     ,9379,12595,Rice
DHEMAJI,Summer     ,8500,12823,Rice
DHEMAJI,Winter     ,67660,106274,Rice
DHUBRI,Autumn     ,4075,3852,Rice
DHUBRI,Summer     ,51015,193213,Rice
DHUBRI,Winter     ,30968,39396,Rice
DIBRUGARH,Autumn     ,333,477,Rice
DIBRUGARH,Summer     ,1256,3693,Rice
DIBRUGARH,Winter     ,73139,124921,Rice
DIMA HASAO,Autumn     ,5607,10300,Rice
DIMA HASAO,Winter     ,9093,24211,Rice
GOALPARA,Autumn     ,8062,7552,Rice
GOALPARA,Summer     ,25434,81058,Rice
GOALPARA,Winter     ,50772,105221,Rice
GOLAGHAT,Autumn     ,1798,3411,Rice
GOLAGHAT,Summer     ,7663,16840,Rice
GOLAGHAT,Winter     ,114163,256004,Rice
HAILAKANDI,Autumn     ,1973,5173,Rice
HAILAKANDI,Summer     ,2120,3744,Rice
HAILAKANDI,Winter     ,41250,117383,Rice
JORHAT,Autumn     ,3396,4569,Rice
JORHAT,Summer     ,4632,7242,Rice
JORHAT,Winter     ,83865,164739,Rice
KAMRUP,Autumn     ,9246,13988,Rice
KAMRUP,Summer     ,36661,106170,Rice
KAMRUP,Winter     ,67720,140739,Rice
KAMRUP METRO,Autumn     ,845,1208,Rice
KAMRUP METRO,Summer     ,7967,23766,Rice
KAMRUP METRO,Winter     ,20398,39782,Rice
KARBI ANGLONG,Autumn     ,6829,9986,Rice
KARBI ANGLONG,Summer     ,2334,3981,Rice
KARBI ANGLONG,Winter     ,118833,204222,Rice
KARIMGANJ,Autumn     ,982,1616,Rice
KARIMGANJ,Summer     ,6895,11087,Rice
KARIMGANJ,Winter     ,69525,130527,Rice
KOKRAJHAR,Autumn     ,19867,31130,Rice
KOKRAJHAR,Summer     ,23065,62820,Rice
KOKRAJHAR,Winter     ,65450,119039,Rice
LAKHIMPUR,Autumn     ,6861,10015,Rice
LAKHIMPUR,Summer     ,14700,26717,Rice
LAKHIMPUR,Winter     ,102605,224011,Rice
MARIGAON,Autumn     ,3272,7554,Rice
MARIGAON,Summer     ,42535,132411,Rice
MARIGAON,Winter     ,44115,74261,Rice
NAGAON,Autumn     ,11711,19345,Rice
NAGAON,Summer     ,43088,120369,Rice
NAGAON,Winter     ,146934,270857,Rice
NALBARI,Autumn     ,2000,3167,Rice
NALBARI,Summer     ,12375,36420,Rice
NALBARI,Winter     ,62000,144858,Rice
SIVASAGAR,Autumn     ,86,134,Rice
SIVASAGAR,Summer     ,2099,6171,Rice
SIVASAGAR,Winter     ,95674,199785,Rice
SONITPUR,Autumn     ,18027,32220,Rice
SONITPUR,Summer     ,25008,81831,Rice
SONITPUR,Winter     ,130052,266895,Rice
TINSUKIA,Autumn     ,5670,7682,Rice
TINSUKIA,Summer     ,201,590,Rice
TINSUKIA,Winter     ,57642,97271,Rice
UDALGURI,Autumn     ,25642,24554,Rice
UDALGURI,Summer     ,5805,16349,Rice
UDALGURI,Winter     ,63210,124317,Rice
ARARIA,Autumn     ,23955,32840,Rice
ARARIA,Summer     ,8369,17229,Rice
ARARIA,Winter     ,88961,216846,Rice
ARWAL,Winter     ,26045,114539,Rice
AURANGABAD,Winter     ,164023,619195,Rice
BANKA,Winter     ,91863,323625,Rice
BEGUSARAI,Autumn     ,4515,6340,Rice
BEGUSARAI,Winter     ,17817,31110,Rice
BHAGALPUR,Autumn     ,1192,2073,Rice
BHAGALPUR,Summer     ,536,1139,Rice
BHAGALPUR,Winter     ,30623,92619,Rice
BHOJPUR,Autumn     ,41,71,Rice
BHOJPUR,Winter     ,99721,287766,Rice
BUXAR,Autumn     ,2,3,Rice
BUXAR,Winter     ,82231,228890,Rice
DARBHANGA,Autumn     ,33535,51141,Rice
DARBHANGA,Summer     ,2301,3889,Rice
DARBHANGA,Winter     ,43145,79747,Rice
GAYA,Autumn     ,1351,2349,Rice
GAYA,Winter     ,104005,335997,Rice
GOPALGANJ,Autumn     ,55887,104540,Rice
GOPALGANJ,Winter     ,28891,61283,Rice
JAMUI,Winter     ,42837,87453,Rice
JEHANABAD,Winter     ,35877,118140,Rice
KAIMUR (BHABUA),Winter     ,102380,281879,Rice
KATIHAR,Autumn     ,20966,56210,Rice
KATIHAR,Summer     ,28477,69243,Rice
KATIHAR,Winter     ,56511,154124,Rice
KHAGARIA,Autumn     ,10094,9540,Rice
KHAGARIA,Summer     ,208,427,Rice
KHAGARIA,Winter     ,13476,29511,Rice
KISHANGANJ,Autumn     ,1771,2787,Rice
KISHANGANJ,Summer     ,13010,34113,Rice
KISHANGANJ,Winter     ,62836,184220,Rice
LAKHISARAI,Winter     ,15866,58519,Rice
MADHEPURA,Autumn     ,17032,34849,Rice
MADHEPURA,Summer     ,1254,1727,Rice
MADHEPURA,Winter     ,52568,117196,Rice
MADHUBANI,Autumn     ,85245,123515,Rice
MADHUBANI,Summer     ,7230,12606,Rice
MADHUBANI,Winter     ,115911,188450,Rice
MUNGER,Autumn     ,24,42,Rice
MUNGER,Summer     ,270,583,Rice
MUNGER,Winter     ,21962,61164,Rice
MUZAFFARPUR,Autumn     ,31319,69515,Rice
MUZAFFARPUR,Summer     ,160,361,Rice
MUZAFFARPUR,Winter     ,108886,215461,Rice
NALANDA,Autumn     ,12,21,Rice
NALANDA,Winter     ,83935,217083,Rice
NAWADA,Autumn     ,174,302,Rice
NAWADA,Winter     ,77055,236713,Rice
PASHCHIM CHAMPARAN,Autumn     ,43085,78658,Rice
PASHCHIM CHAMPARAN,Summer     ,172,353,Rice
PASHCHIM CHAMPARAN,Winter     ,109718,289137,Rice
PATNA,Autumn     ,185,321,Rice
PATNA,Winter     ,63475,162800,Rice
PURBI CHAMPARAN,Autumn     ,103184,166134,Rice
PURBI CHAMPARAN,Winter     ,96376,181633,Rice
PURNIA,Autumn     ,9483,18508,Rice
PURNIA,Summer     ,9893,24699,Rice
PURNIA,Winter     ,66101,185906,Rice
